"Step","ldx-reversi-baseline-full-obs - eval/vs_baseline/player1/avg_R","ldx-reversi-baseline-full-obs - eval/vs_baseline/player1/avg_R__MIN","ldx-reversi-baseline-full-obs - eval/vs_baseline/player1/avg_R__MAX","pgx-reversi-baseline-full - eval/vs_baseline/player1/avg_R","pgx-reversi-baseline-full - eval/vs_baseline/player1/avg_R__MIN","pgx-reversi-baseline-full - eval/vs_baseline/player1/avg_R__MAX"
"320","","","","0.3125","0.3125","0.3125"
"325","","","","0.453125","0.453125","0.453125"
"330","","","","0.4560546875","0.4560546875","0.4560546875"
"335","","","","0.2998046875","0.2998046875","0.2998046875"
"340","","","","0.3427734375","0.3427734375","0.3427734375"
"345","","","","0.4189453125","0.4189453125","0.4189453125"
"350","","","","0.39453125","0.39453125","0.39453125"
"355","","","","0.4326171875","0.4326171875","0.4326171875"
"360","","","","0.3916015625","0.3916015625","0.3916015625"
"365","","","","0.39453125","0.39453125","0.39453125"
"370","","","","0.3388671875","0.3388671875","0.3388671875"
"375","","","","0.26953125","0.26953125","0.26953125"
"380","","","","0.3359375","0.3359375","0.3359375"
"385","","","","0.3349609375","0.3349609375","0.3349609375"
"390","","","","0.392578125","0.392578125","0.392578125"
"395","","","","0.4619140625","0.4619140625","0.4619140625"
"400","","","","0.400390625","0.400390625","0.400390625"
"405","","","","0.263671875","0.263671875","0.263671875"
"410","","","","0.43359375","0.43359375","0.43359375"
"415","","","","0.4560546875","0.4560546875","0.4560546875"
"420","","","","0.435546875","0.435546875","0.435546875"
"425","","","","0.5517578125","0.5517578125","0.5517578125"
"430","","","","0.443359375","0.443359375","0.443359375"
"435","","","","0.509765625","0.509765625","0.509765625"
"440","","","","0.3857421875","0.3857421875","0.3857421875"
"445","","","","0.3271484375","0.3271484375","0.3271484375"
"450","","","","0.33984375","0.33984375","0.33984375"
"455","","","","0.3662109375","0.3662109375","0.3662109375"
"460","","","","0.4365234375","0.4365234375","0.4365234375"
"465","","","","0.482421875","0.482421875","0.482421875"
"470","","","","0.4423828125","0.4423828125","0.4423828125"
"475","","","","0.4765625","0.4765625","0.4765625"
"480","","","","0.4306640625","0.4306640625","0.4306640625"
"485","","","","0.4970703125","0.4970703125","0.4970703125"
"490","","","","0.474609375","0.474609375","0.474609375"
"495","","","","0.4345703125","0.4345703125","0.4345703125"
"500","","","","0.4521484375","0.4521484375","0.4521484375"
"505","","","","0.451171875","0.451171875","0.451171875"
"510","","","","0.474609375","0.474609375","0.474609375"
"515","","","","0.4140625","0.4140625","0.4140625"
"520","","","","0.4462890625","0.4462890625","0.4462890625"
"525","","","","0.412109375","0.412109375","0.412109375"
"530","","","","0.4697265625","0.4697265625","0.4697265625"
"535","","","","0.4951171875","0.4951171875","0.4951171875"
"540","","","","0.4248046875","0.4248046875","0.4248046875"
"545","","","","0.423828125","0.423828125","0.423828125"
"550","","","","0.3701171875","0.3701171875","0.3701171875"
"555","","","","0.5244140625","0.5244140625","0.5244140625"
"560","","","","0.443359375","0.443359375","0.443359375"
"565","","","","0.447265625","0.447265625","0.447265625"
"570","","","","0.4208984375","0.4208984375","0.4208984375"
"575","","","","0.44921875","0.44921875","0.44921875"
"580","","","","0.484375","0.484375","0.484375"
"585","","","","0.5185546875","0.5185546875","0.5185546875"
"590","","","","0.5302734375","0.5302734375","0.5302734375"
"595","","","","0.548828125","0.548828125","0.548828125"
"600","","","","0.498046875","0.498046875","0.498046875"
"605","","","","0.525390625","0.525390625","0.525390625"
"610","","","","0.501953125","0.501953125","0.501953125"
"615","","","","0.5498046875","0.5498046875","0.5498046875"
"620","","","","0.5166015625","0.5166015625","0.5166015625"
"625","","","","0.501953125","0.501953125","0.501953125"
"630","","","","0.4833984375","0.4833984375","0.4833984375"
"635","","","","0.5068359375","0.5068359375","0.5068359375"
"640","","","","0.453125","0.453125","0.453125"
"645","","","","0.5234375","0.5234375","0.5234375"
"650","","","","0.4541015625","0.4541015625","0.4541015625"
"655","","","","0.4814453125","0.4814453125","0.4814453125"
"660","","","","0.4453125","0.4453125","0.4453125"
"665","","","","0.4755859375","0.4755859375","0.4755859375"
"670","","","","0.43359375","0.43359375","0.43359375"
"675","","","","0.5107421875","0.5107421875","0.5107421875"
"680","","","","0.5341796875","0.5341796875","0.5341796875"
"685","","","","0.5078125","0.5078125","0.5078125"
"690","","","","0.4208984375","0.4208984375","0.4208984375"
"695","","","","0.5634765625","0.5634765625","0.5634765625"
"700","","","","0.560546875","0.560546875","0.560546875"
"705","","","","0.5302734375","0.5302734375","0.5302734375"
"710","","","","0.484375","0.484375","0.484375"
"715","","","","0.3720703125","0.3720703125","0.3720703125"
"720","","","","0.3837890625","0.3837890625","0.3837890625"
"725","","","","0.4765625","0.4765625","0.4765625"
"730","","","","0.5478515625","0.5478515625","0.5478515625"
"735","","","","0.4580078125","0.4580078125","0.4580078125"
"740","","","","0.5","0.5","0.5"
"745","","","","0.498046875","0.498046875","0.498046875"
"750","","","","0.486328125","0.486328125","0.486328125"
"755","","","","0.529296875","0.529296875","0.529296875"
"760","","","","0.5263671875","0.5263671875","0.5263671875"
"765","","","","0.4921875","0.4921875","0.4921875"
"770","","","","0.4560546875","0.4560546875","0.4560546875"
