"Step","ldx-reversi-baseline-full-obs - eval/vs_baseline/player1/win_rate","ldx-reversi-baseline-full-obs - eval/vs_baseline/player1/win_rate__MIN","ldx-reversi-baseline-full-obs - eval/vs_baseline/player1/win_rate__MAX","pgx-reversi-baseline-full - eval/vs_baseline/player1/win_rate","pgx-reversi-baseline-full - eval/vs_baseline/player1/win_rate__MIN","pgx-reversi-baseline-full - eval/vs_baseline/player1/win_rate__MAX"
"495","","","","0.701171875","0.701171875","0.701171875"
"500","","","","0.708984375","0.708984375","0.708984375"
"505","","","","0.712890625","0.712890625","0.712890625"
"510","","","","0.7314453125","0.7314453125","0.7314453125"
"515","","","","0.689453125","0.689453125","0.689453125"
"520","","","","0.7080078125","0.7080078125","0.7080078125"
"525","","","","0.6923828125","0.6923828125","0.6923828125"
"530","","","","0.7197265625","0.7197265625","0.7197265625"
"535","","","","0.736328125","0.736328125","0.736328125"
"540","","","","0.6962890625","0.6962890625","0.6962890625"
"545","","","","0.701171875","0.701171875","0.701171875"
"550","","","","0.6728515625","0.6728515625","0.6728515625"
"555","","","","0.751953125","0.751953125","0.751953125"
"560","","","","0.712890625","0.712890625","0.712890625"
"565","","","","0.7109375","0.7109375","0.7109375"
"570","","","","0.69921875","0.69921875","0.69921875"
"575","","","","0.7099609375","0.7099609375","0.7099609375"
"580","","","","0.7314453125","0.7314453125","0.7314453125"
"585","","","","0.7470703125","0.7470703125","0.7470703125"
"590","","","","0.75390625","0.75390625","0.75390625"
"595","","","","0.7626953125","0.7626953125","0.7626953125"
"600","","","","0.7373046875","0.7373046875","0.7373046875"
"605","","","","0.748046875","0.748046875","0.748046875"
"610","","","","0.7412109375","0.7412109375","0.7412109375"
"615","","","","0.7626953125","0.7626953125","0.7626953125"
"620","","","","0.748046875","0.748046875","0.748046875"
"625","","","","0.7373046875","0.7373046875","0.7373046875"
"630","","","","0.73046875","0.73046875","0.73046875"
"635","","","","0.7412109375","0.7412109375","0.7412109375"
"640","","","","0.7138671875","0.7138671875","0.7138671875"
"645","","","","0.7490234375","0.7490234375","0.7490234375"
"650","","","","0.7158203125","0.7158203125","0.7158203125"
"655","","","","0.724609375","0.724609375","0.724609375"
"660","","","","0.7080078125","0.7080078125","0.7080078125"
"665","","","","0.72265625","0.72265625","0.72265625"
"670","","","","0.703125","0.703125","0.703125"
"675","","","","0.740234375","0.740234375","0.740234375"
"680","","","","0.75390625","0.75390625","0.75390625"
"685","","","","0.740234375","0.740234375","0.740234375"
"690","","","","0.69921875","0.69921875","0.69921875"
"695","","","","0.76953125","0.76953125","0.76953125"
"700","","","","0.763671875","0.763671875","0.763671875"
"705","","","","0.7529296875","0.7529296875","0.7529296875"
"710","","","","0.7294921875","0.7294921875","0.7294921875"
"715","","","","0.6728515625","0.6728515625","0.6728515625"
"720","","","","0.6767578125","0.6767578125","0.6767578125"
"725","","","","0.7265625","0.7265625","0.7265625"
"730","","","","0.7626953125","0.7626953125","0.7626953125"
"735","","","","0.71484375","0.71484375","0.71484375"
"740","","","","0.7353515625","0.7353515625","0.7353515625"
"745","","","","0.732421875","0.732421875","0.732421875"
"750","","","","0.732421875","0.732421875","0.732421875"
"755","","","","0.751953125","0.751953125","0.751953125"
"760","","","","0.7490234375","0.7490234375","0.7490234375"
"765","","","","0.734375","0.734375","0.734375"
"770","","","","0.712890625","0.712890625","0.712890625"
